time,time_diff,team,play,home_score,away_score,fgm,fga,three_fgm,three_fga,ftm,fta,PPS,asts,o_reb,d_reb,stl,blk,to,foul,game_number
662,7,Opponent,Foul on Immanuel Quickley.,91,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
662,0,Official,Official TV Timeout,91,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
652,10,Duke,Jack White missed Three Point Jumper.,91,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
652,0,Duke,Marques Bolden Offensive Rebound.,91,58,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,1
644,8,Duke,Tre Jones missed Jumper.,91,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
644,0,Opponent,Tyler Herro Defensive Rebound.,91,58,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
619,25,Opponent,Reid Travis made Three Point Jumper. Assisted by Tyler Herro.,91,61,1,1,1,1,0,0,3,1,0,0,0,0,0,0,1
609,10,Duke,Cam Reddish missed Three Point Jumper.,91,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
609,0,Duke,Jack White Offensive Rebound.,91,61,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,1
604,5,Duke,Jack White made Layup.,93,61,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
595,9,Opponent,Tyler Herro missed Three Point Jumper.,93,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
595,0,Opponent,Reid Travis Offensive Rebound.,93,61,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,1
591,4,Opponent,Reid Travis missed Jumper.,93,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
591,0,Duke,Alex O'Connell Defensive Rebound.,93,61,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
570,21,Opponent,Foul on PJ Washington.,93,61,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
570,0,Duke,Zion Williamson made Free Throw.,94,61,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
570,0,Duke,Zion Williamson made Free Throw.,95,61,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
562,8,Opponent,Keldon Johnson made Jumper.,95,63,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
562,0,Duke,Foul on Cam Reddish.,95,63,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
562,0,Opponent,Keldon Johnson made Free Throw.,95,64,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
553,9,Duke,Zion Williamson made Dunk.,97,64,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
542,11,Opponent,Tyler Herro made Layup.,97,66,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
516,26,Duke,RJ Barrett missed Jumper.,97,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
516,0,Opponent,Ashton Hagans Defensive Rebound.,97,66,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
510,6,Opponent,Tyler Herro made Layup. Assisted by Ashton Hagans.,97,68,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1
490,20,Duke,Cam Reddish missed Jumper.,97,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
490,0,Opponent,Keldon Johnson Block.,97,68,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,1
490,0,Opponent,Tyler Herro Defensive Rebound.,97,68,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
480,10,Opponent,Reid Travis made Layup. Assisted by Ashton Hagans.,97,70,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1
468,12,Duke,Duke  Timeout,97,70,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
468,0,Official,Official TV Timeout,97,70,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
458,10,Duke,RJ Barrett made Three Point Jumper. Assisted by Tre Jones.,100,70,1,1,1,1,0,0,3,1,0,0,0,0,0,0,1
440,18,Opponent,EJ Montgomery Turnover.,100,70,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,1
440,0,Duke,Javin DeLaurier Steal.,100,70,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,1
418,22,Duke,Zion Williamson made Jumper. Assisted by RJ Barrett.,102,70,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1
400,18,Opponent,Keldon Johnson made Three Point Jumper. Assisted by Ashton Hagans.,102,73,1,1,1,1,0,0,3,1,0,0,0,0,0,0,1
372,28,Duke,RJ Barrett missed Jumper.,102,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
372,0,Opponent,Keldon Johnson Defensive Rebound.,102,73,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
362,10,Opponent,Keldon Johnson missed Jumper.,102,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
362,0,Duke,Javin DeLaurier Block.,102,73,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,1
362,0,Duke,RJ Barrett Defensive Rebound.,102,73,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
357,5,Opponent,Foul on Ashton Hagans.,102,73,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
357,0,Duke,RJ Barrett missed Free Throw.,102,73,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,1
357,0,Duke,Duke Deadball Team Rebound.,102,73,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
357,0,Duke,RJ Barrett made Free Throw.,103,73,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
349,8,Opponent,Tyler Herro made Three Point Jumper. Assisted by Quade Green.,103,76,1,1,1,1,0,0,3,1,0,0,0,0,0,0,1
320,29,Duke,RJ Barrett missed Three Point Jumper.,103,76,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
320,0,Duke,Jack White Offensive Rebound.,103,76,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,1
313,7,Duke,RJ Barrett made Layup. Assisted by Jack White.,105,76,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1
300,13,Opponent,Ashton Hagans Turnover.,105,76,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,1
300,0,Duke,Zion Williamson Steal.,105,76,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,1
294,6,Opponent,Foul on Ashton Hagans.,105,76,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
294,0,Duke,RJ Barrett made Free Throw.,106,76,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
294,0,Duke,RJ Barrett made Free Throw.,107,76,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
279,15,Opponent,Tyler Herro made Jumper. Assisted by Immanuel Quickley.,107,78,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1
255,24,Duke,Cam Reddish missed Three Point Jumper.,107,78,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
255,0,Opponent,Tyler Herro Defensive Rebound.,107,78,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
243,12,Opponent,Quade Green missed Jumper.,107,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
243,0,Duke,Marques Bolden Defensive Rebound.,107,78,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
217,26,Opponent,Foul on EJ Montgomery.,107,78,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
217,0,Official,Official TV Timeout,107,78,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
217,0,Duke,Marques Bolden missed Free Throw.,107,78,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,1
217,0,Duke,Duke Deadball Team Rebound.,107,78,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
217,0,Duke,Marques Bolden made Free Throw.,108,78,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
206,11,Opponent,Foul on Nick Richards.,108,78,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
206,0,Opponent,Nick Richards Turnover.,108,78,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,1
196,10,Duke,Cam Reddish made Layup.,110,78,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
196,0,Opponent,Foul on Quade Green.,110,78,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
196,0,Duke,Cam Reddish made Free Throw.,111,78,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
182,14,Opponent,Nick Richards Turnover.,111,78,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,1
182,0,Duke,Cam Reddish Steal.,111,78,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,1
177,5,Duke,Alex O'Connell made Three Point Jumper. Assisted by Cam Reddish.,114,78,1,1,1,1,0,0,3,1,0,0,0,0,0,0,1
152,25,Opponent,EJ Montgomery made Jumper.,114,80,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
141,11,Duke,Duke  Timeout,114,80,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
129,12,Duke,Jack White made Jumper.,116,80,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
116,13,Opponent,Tyler Herro missed Three Point Jumper.,116,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
116,0,Opponent,Kentucky Offensive Rebound.,116,80,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,1
108,8,Opponent,Immanuel Quickley missed Three Point Jumper.,116,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
100,8,Duke,Alex O'Connell Defensive Rebound.,116,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
90,10,Duke,Jack White missed Three Point Jumper.,116,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
90,0,Opponent,Tyler Herro Defensive Rebound.,116,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
80,10,Duke,Foul on Antonio Vrankovic.,116,80,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
80,0,Opponent,Immanuel Quickley made Free Throw.,116,81,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
80,0,Opponent,Immanuel Quickley made Free Throw.,116,82,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
60,20,Duke,Alex O'Connell missed Jumper.,116,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,0,Opponent,Tyler Herro Block.,116,82,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,1
60,0,Opponent,Nick Richards Defensive Rebound.,116,82,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1
54,6,Duke,Foul on Jack White.,116,82,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,1
54,0,Opponent,Immanuel Quickley made Free Throw.,116,83,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
54,0,Opponent,Immanuel Quickley made Free Throw.,116,84,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
41,13,Duke,Alex O'Connell missed Three Point Jumper.,116,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
41,0,Duke,Jack White Offensive Rebound.,116,84,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,1
13,28,Duke,Antonio Vrankovic made Layup.,118,84,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
0,13,Official,End of Game,118,84,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1
1200,0,Opponent,Jump Ball won by Army,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
1183,17,Opponent,Josh Caldwell missed Jumper.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1183,0,Duke,Tre Jones Defensive Rebound.,0,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
1174,9,Duke,RJ Barrett missed Jumper.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1174,0,Opponent,Tommy Funk Defensive Rebound.,0,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
1166,8,Opponent,Josh Caldwell made Layup. Assisted by Tommy Funk.,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
1156,10,Duke,Zion Williamson made Jumper. Assisted by Cam Reddish.,2,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
1139,17,Opponent,Matt Wilson missed Jumper.,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1139,0,Duke,Zion Williamson Defensive Rebound.,2,2,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
1131,8,Duke,RJ Barrett missed Three Point Jumper.,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1131,0,Opponent,Josh Caldwell Defensive Rebound.,2,2,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
1118,13,Opponent,Matt Wilson missed Layup.,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1118,0,Duke,Cam Reddish Defensive Rebound.,2,2,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
1107,11,Opponent,Foul on Jacob Kessler.,2,2,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
1101,6,Duke,RJ Barrett missed Three Point Jumper.,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1101,0,Duke,Zion Williamson Offensive Rebound.,2,2,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
1095,6,Duke,Zion Williamson made Dunk.,2,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
1084,11,Opponent,Tommy Funk Turnover.,2,4,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
1084,0,Duke,Tre Jones Steal.,2,4,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,2
1076,8,Duke,Tre Jones Turnover.,2,4,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
1072,4,Opponent,Jordan Fox made Jumper.,4,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
1043,29,Duke,Cam Reddish made Three Point Jumper.,4,7,1,1,1,1,0,0,3,0,0,0,0,0,0,0,2
1027,16,Opponent,Alex King made Three Point Jumper. Assisted by Tommy Funk.,7,7,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
1013,14,Duke,RJ Barrett made Three Point Jumper. Assisted by Zion Williamson.,7,10,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
982,31,Opponent,Jordan Fox missed Three Point Jumper.,7,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
982,0,Opponent,Alex King Offensive Rebound.,7,10,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
975,7,Opponent,Alex King Turnover.,7,10,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
966,9,Duke,Zion Williamson made Layup.,7,12,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
958,8,Opponent,Ben Kinker made Three Point Jumper. Assisted by Aaron Duhart.,10,12,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
946,12,Duke,Cam Reddish made Three Point Jumper. Assisted by Zion Williamson.,10,15,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
929,17,Opponent,Aaron Duhart missed Layup.,10,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
929,0,Duke,Tre Jones Defensive Rebound.,10,15,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
926,3,Duke,RJ Barrett Turnover.,10,15,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
926,0,Official,Official TV Timeout,10,15,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
918,8,Opponent,Ben Kinker made Three Point Jumper. Assisted by Tommy Funk.,13,15,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
901,17,Duke,RJ Barrett made Layup.,13,17,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
887,14,Opponent,Josh Caldwell missed Three Point Jumper.,13,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
887,0,Duke,Javin DeLaurier Defensive Rebound.,13,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
876,11,Duke,Cam Reddish made Three Point Jumper. Assisted by Tre Jones.,13,20,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
849,27,Opponent,Tommy Funk missed Three Point Jumper.,13,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
849,0,Duke,RJ Barrett Defensive Rebound.,13,20,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
826,23,Duke,Cam Reddish missed Layup.,13,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
826,0,Duke,Marques Bolden Offensive Rebound.,13,20,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
826,0,Duke,Marques Bolden missed Layup.,13,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
826,0,Opponent,Matt Wilson Defensive Rebound.,13,20,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
815,11,Opponent,Jacob Kessler made Layup.,15,20,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
804,11,Duke,RJ Barrett missed Three Point Jumper.,15,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
804,0,Opponent,Jordan Fox Defensive Rebound.,15,20,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
796,8,Opponent,Matt Wilson missed Jumper.,15,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
796,0,Duke,Marques Bolden Block.,15,20,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,2
796,0,Duke,Tre Jones Defensive Rebound.,15,20,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
787,9,Opponent,Foul on Josh Caldwell.,15,20,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
780,7,Duke,RJ Barrett Turnover.,15,20,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
780,0,Opponent,Matt Wilson made Layup. Assisted by Jordan Fox.,17,20,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
760,20,Duke,Foul on Marques Bolden.,17,20,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
760,0,Opponent,Matt Wilson missed Free Throw.,17,20,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,2
760,0,Duke,Zion Williamson Defensive Rebound.,17,20,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
732,28,Opponent,Foul on Lonnie Grayson.,17,20,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
728,4,Duke,Zion Williamson made Jumper. Assisted by Tre Jones.,17,22,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
712,16,Opponent,Lonnie Grayson missed Layup.,17,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
712,0,Duke,Zion Williamson Defensive Rebound.,17,22,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
704,8,Duke,Zion Williamson made Layup.,17,24,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
700,4,Duke,Foul on Marques Bolden.,17,24,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
700,0,Official,Official TV Timeout,17,24,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
699,1,Official,Official TV Timeout,17,24,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
699,0,Opponent,Jordan Fox made Three Point Jumper. Assisted by Alex King.,20,24,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
691,8,Duke,Cam Reddish missed Jumper.,20,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
691,0,Duke,Cam Reddish Offensive Rebound.,20,24,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
684,7,Duke,Cam Reddish made Dunk.,20,26,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
673,11,Opponent,Lonnie Grayson missed Jumper.,20,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
673,0,Duke,Jack White Defensive Rebound.,20,26,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
667,6,Duke,Jack White made Three Point Jumper. Assisted by Tre Jones.,20,29,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
643,24,Opponent,Matt Wilson made Jumper. Assisted by Alex King.,22,29,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
633,10,Duke,Cam Reddish missed Three Point Jumper.,22,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
633,0,Opponent,Tommy Funk Defensive Rebound.,22,29,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
621,12,Opponent,Tommy Funk missed Layup.,22,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
621,0,Opponent,Matt Wilson Offensive Rebound.,22,29,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
612,9,Duke,Foul on Zion Williamson.,22,29,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
612,0,Opponent,Matt Wilson missed Free Throw.,22,29,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,2
612,0,Opponent,Army Deadball Team Rebound.,22,29,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
612,0,Opponent,Matt Wilson made Free Throw.,23,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2
602,10,Opponent,Foul on Ben Kinker.,23,29,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
600,2,Duke,Jack White missed Three Point Jumper.,23,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
600,0,Opponent,Josh Caldwell Defensive Rebound.,23,29,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
589,11,Opponent,Tommy Funk made Layup.,25,29,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
580,9,Opponent,Foul on Ben Kinker.,25,29,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
580,0,Duke,Zion Williamson made Free Throw.,25,30,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2
580,0,Duke,Zion Williamson made Free Throw.,25,31,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2
563,17,Opponent,Ben Kinker missed Three Point Jumper.,25,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
563,0,Duke,Marques Bolden Defensive Rebound.,25,31,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
545,18,Duke,RJ Barrett made Three Point Jumper. Assisted by Zion Williamson.,25,34,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
532,13,Opponent,Josh Caldwell Turnover.,25,34,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
532,0,Duke,Cam Reddish Steal.,25,34,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,2
528,4,Duke,Jump Ball won by Duke,25,34,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
528,0,Duke,Zion Williamson made Layup. Assisted by Tre Jones.,25,36,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
524,4,Duke,Foul on RJ Barrett.,25,36,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
513,11,Opponent,Tucker Blackwell missed Jumper.,25,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
513,0,Duke,Zion Williamson Defensive Rebound.,25,36,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
507,6,Duke,Zion Williamson Turnover.,25,36,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
507,0,Opponent,Tommy Funk Steal.,25,36,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,2
501,6,Opponent,Tucker Blackwell made Three Point Jumper. Assisted by Tommy Funk.,28,36,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
489,12,Duke,RJ Barrett Turnover.,28,36,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
489,0,Opponent,Tommy Funk Steal.,28,36,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,2
483,6,Opponent,Tommy Funk made Layup.,30,36,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
481,2,Duke,Duke  Timeout,30,36,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2
465,16,Duke,Javin DeLaurier Turnover.,30,36,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
445,20,Opponent,Josh Caldwell Turnover.,30,36,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,2
445,0,Duke,Zion Williamson Steal.,30,36,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,2
440,5,Duke,Zion Williamson made Dunk. Assisted by RJ Barrett.,30,38,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
431,9,Opponent,Aaron Duhart missed Layup.,30,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
431,0,Duke,Zion Williamson Defensive Rebound.,30,38,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
421,10,Duke,Cam Reddish missed Three Point Jumper.,30,38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
421,0,Opponent,Matt Wilson Defensive Rebound.,30,38,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
401,20,Opponent,Alex King made Three Point Jumper. Assisted by Jordan Fox.,33,38,1,1,1,1,0,0,3,1,0,0,0,0,0,0,2
381,20,Duke,Cam Reddish missed Three Point Jumper.,33,38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
381,0,Opponent,Josh Caldwell Defensive Rebound.,33,38,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
373,8,Opponent,Josh Caldwell missed Jumper.,33,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
373,0,Duke,Zion Williamson Block.,33,38,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,2
373,0,Duke,Cam Reddish Defensive Rebound.,33,38,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
366,7,Duke,RJ Barrett missed Layup.,33,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
366,0,Duke,Javin DeLaurier Offensive Rebound.,33,38,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
366,0,Duke,Javin DeLaurier made Two Point Tip Shot.,33,40,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
366,0,Opponent,Foul on Aaron Duhart.,33,40,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
366,0,Duke,Javin DeLaurier missed Free Throw.,33,40,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,2
366,0,Opponent,Matt Wilson Defensive Rebound.,33,40,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
345,21,Duke,Foul on Cam Reddish.,33,40,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,2
345,0,Opponent,Matt Wilson made Free Throw.,34,40,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2
345,0,Opponent,Matt Wilson made Free Throw.,35,40,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2
323,22,Duke,Cam Reddish missed Jumper.,35,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
323,0,Opponent,Matt Wilson Defensive Rebound.,35,40,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
303,20,Opponent,Matt Wilson made Layup. Assisted by Tommy Funk.,37,40,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2
290,13,Duke,RJ Barrett missed Three Point Jumper.,37,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
290,0,Duke,Jack White Offensive Rebound.,37,40,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
280,10,Duke,Cam Reddish missed Jumper.,37,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
280,0,Duke,Cam Reddish Offensive Rebound.,37,40,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,2
270,10,Duke,Jordan Goldwire missed Three Point Jumper.,37,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
270,0,Opponent,Josh Caldwell Defensive Rebound.,37,40,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,2
